"Decimal","Hexadecimal","Company"
"821","0x0335","Enlighted Inc"
"820","0x0334","Corentium AS "
"819","0x0333","Mul-T-Lock"
"818","0x0332","Electrocompaniet A.S. "
"817","0x0331","3flares Technologies Inc."
"816","0x0330","North Pole Engineering "
"815","0x032F","OttoQ Inc "
"814","0x032E","indoormap"
"813","0x032D","BM innovations GmbH "
"812","0x032C","NIPPON SMT.CO.,Ltd"
"811","0x032B","ESYLUX "
"810","0x032A","Electronic Design Lab "
"809","0x0329","Eargo, Inc. "
"808","0x0328","Grundfos A/S"
"807","0x0327","Essex Electronics "
"806","0x0326","Healthwear Technologies (Changzhou)Ltd "
"805","0x0325","Amotus Solutions "
"804","0x0324","Astro, Inc. "
"803","0x0323","Rotor Bike Components "
"802","0x0322","Compumedics Limited "
"801","0x0321","Jewelbots "
"800","0x0320","SONO ELECTRONICS. CO., LTD "
"799","0x031F","MetaSystem S.p.A. "
"798","0x031E","Eyefi, Inc."
"797","0x031D","Enterlab ApS "
"796","0x031C","Lab Sensor Solutions "
"795","0x031B","HQ Inc "
"794","0x031A","Amber wireless GmbH "
"793","0x0319","Eugster Frismag AG "
"792","0x0318","Aspenta International "
"791","0x0317","CHUO Electronics CO., LTD. "
"790","0x0316","AG Measurematics Pvt. Ltd. "
"789","0x0315","Thermo Fisher Scientific "
"788","0x0314","RIIG AI Sp. z o.o."
"787","0x0313","DiveNav, Inc. "
"786","0x0312","Ducere Technologies Pvt Ltd "
"785","0x0311","PEEQ DATA"
"784","0x0310","SGL Italia S.r.l."
"783","0x030F","Shortcut Labs"
"782","0x030E","Deviceworx"
"781","0x030D","Devdata S.r.l."
"780","0x030C","Hilti AG"
"779","0x030B","Magnitude Lighting Converters"
"778","0x030A","Ellisys"
"777","0x0309","Dolby Labs"
"776","0x0308","Surefire, LLC"
"775","0x0307","FUJI INDUSTRIAL CO.,LTD."
"774","0x0306","Life Laboratory Inc. "
"773","0x0305","Swipp ApS"
"772","0x0304","Proxy Technologies, Inc."
"771","0x0303","IACA electronique"
"770","0x0302","Loop Devices, Inc"
"769","0x0301","Giatec Scientific Inc."
"768","0x0300","World Moto Inc."
"767","0x02FF","Silicon Laboratories"
"766","0x02FE","Lierda Science & Technology Group Co., Ltd."
"765","0x02FD","Uwanna, Inc."
"764","0x02FC","Shanghai Frequen Microelectronics Co., Ltd."
"763","0x02FB","Clarius Mobile Health Corp."
"762","0x02FA","CoSTAR TEchnologies"
"761","0x02F9","IMAGINATION TECHNOLOGIES LTD "
"760","0x02F8","Runteq Oy Ltd"
"759","0x02F7","DreamVisions co., Ltd."
"758","0x02F6","Intemo Technologies"
"757","0x02F5","Indagem Tech LLC"
"756","0x02F4","Vensi, Inc."
"755","0x02F3","AuthAir, Inc"
"754","0x02F2","GoPro, Inc."
"753","0x02F1","The Idea Cave, LLC"
"752","0x02F0","Blackrat Software "
"751","0x02EF","SMART-INNOVATION.inc"
"750","0x02EE","Citizen Holdings Co., Ltd. "
"749","0x02ED","HTC Corporation "
"748","0x02EC","Delta Systems, Inc"
"747","0x02EB","Ardic Technology"
"746","0x02EA","Fujitsu Limited"
"745","0x02E9","Sensogram Technologies, Inc."
"744","0x02E8","American Music Environments"
"743","0x02E7","Connected Yard, Inc."
"742","0x02E6","Unwire"
"741","0x02E5","Espressif Incorporated ( 乐鑫信息科技(上海)有限公司 )"
"740","0x02E4","Bytestorm Ltd."
"739","0x02E3","Carmanah Technologies Corp."
"738","0x02E2","NTT docomo"
"737","0x02E1","Victron Energy BV"
"736","0x02E0","University of Michigan"
"735","0x02DF","Blur Product Development"
"734","0x02DE","Samsung SDS Co., Ltd."
"733","0x02DD","Flint Rehabilitation Devices, LLC"
"732","0x02DC","DeWalch Technologies, Inc."
"731","0x02DB","Digi International Inc (R)"
"730","0x02DA","Gilvader"
"729","0x02D9","Fliegl Agrartechnik GmbH"
"728","0x02D8","Neosfar"
"727","0x02D7","NIPPON SYSTEMWARE CO.,LTD."
"726","0x02D6","Send Solutions"
"725","0x02D5","OMRON Corporation"
"724","0x02D4","Secuyou ApS"
"723","0x02D3","Powercast Corporation"
"722","0x02D2","Afero, Inc."
"721","0x02D1","Empatica Srl"
"720","0x02D0","3M"
"719","0x02CF","Anima"
"718","0x02CE","Teva Branded Pharmaceutical Products R&D, Inc."
"717","0x02CD","BMA ergonomics b.v."
"716","0x02CC","Eijkelkamp Soil & Water"
"715","0x02CB","AINA-Wireless Inc."
"714","0x02CA","ABOV Semiconductor"
"713","0x02C9","PayRange Inc."
"712","0x02C8","VASCO Data Security International, Inc."
"711","0x02C7","Electronics Tomorrow Limited"
"710","0x02C6","Ayatan Sensors"
"709","0x02C5","Lenovo (Singapore) Pte Ltd. ( 联想（新加坡） )"
"708","0x02C4","Wilson Sporting Goods"
"707","0x02C3","Techtronic Power Tools Technology Limited"
"706","0x02C2","Guillemot Corporation"
"705","0x02C1","LINE Corporation"
"704","0x02C0","Dash Robotics"
"703","0x02BF","Redbird Flight Simulations"
"702","0x02BE","Seguro Technology Sp. z o.o."
"701","0x02BD","Chemtronics"
"700","0x02BC","Genevac Ltd"
"699","0x02BB","Koha.,Co.Ltd"
"698","0x02BA","Swissprime Technologies AG"
"697","0x02B9","Rinnai Corporation"
"696","0x02B8","Chrono Therapeutics"
"695","0x02B7","Oort Technologies LLC"
"694","0x02B6","Schneider Electric"
"693","0x02B5","HANSHIN ELECTRIC RAILWAY CO.,LTD."
"692","0x02B4","Hyginex, Inc."
"691","0x02B3","CLABER S.P.A."
"690","0x02B2","JouZen Oy"
"689","0x02B1","Raden Inc"
"688","0x02B0","Bestechnic(Shanghai),Ltd"
"687","0x02AF","Technicolor USA Inc."
"686","0x02AE","WeatherFlow, Inc."
"685","0x02AD","Rx Networks, Inc."
"684","0x02AC","RTB Elektronik GmbH & Co. KG"
"683","0x02AB","BBPOS Limited"
"682","0x02AA","Doppler Lab"
"681","0x02A9","Chargelib"
"680","0x02A8","miSport Ltd."
"679","0x02A7","Illuxtron international B.V."
"678","0x02A6","Robert Bosch GmbH"
"677","0x02A5","Tendyron Corporation ( 天地融科技股份有限公司 )"
"676","0x02A4","Pacific Lock Company"
"675","0x02A3","Itude"
"674","0x02A2","LockedUp"
"673","0x02A1","InventureTrack Systems"
"672","0x02A0","Impossible Camera GmbH"
"671","0x029F","Areus Engineering GmbH"
"670","0x029E","Kupson spol. s r.o."
"669","0x029D","ALOTTAZS LABS, LLC"
"668","0x029C","Blue Sky Scientific, LLC"
"667","0x029B","C2 Development, Inc."
"666","0x029A","Currant, Inc."
"665","0x0299","Inexess Technology Simma KG"
"664","0x0298","EISST Ltd"
"663","0x0297","storm power ltd"
"662","0x0296","Petzl"
"661","0x0295","Sivantos GmbH"
"660","0x0294","ELIAS GmbH"
"659","0x0293","Blue Bite"
"658","0x0292","SwiftSensors"
"657","0x0291","CliniCloud Inc"
"656","0x0290","Multibit Oy"
"655","0x028F","Church & Dwight Co., Inc"
"654","0x028E","RF Digital Corp"
"653","0x028D","IF, LLC"
"652","0x028C","NANOLINK APS"
"651","0x028B","Code Gears LTD"
"650","0x028A","Jetro AS"
"649","0x0289","SK Telecom"
"648","0x0288","Willowbank Electronics Ltd"
"647","0x0287","Wally Ventures S.L."
"646","0x0286","RF Code, Inc."
"645","0x0285","Standard Innovation Inc."
"644","0x0284","Synapse Electronics"
"643","0x0283","Maven Machines, Inc."
"642","0x0282","Sonova AG"
"641","0x0281","StoneL"
"640","0x0280","ITEC corporation"
"639","0x027F","ruwido austria gmbh"
"638","0x027E","HabitAware, LLC"
"637","0x027D","HUAWEI Technologies Co., Ltd."
"636","0x027C","Aseptika Ltd"
"635","0x027B","DEFA AS"
"634","0x027A","Ekomini inc."
"633","0x0279","steute Schaltgerate GmbH & Co. KG"
"632","0x0278","Johnson Outdoors Inc"
"631","0x0277","bewhere inc"
"630","0x0276","E.G.O. Elektro-Geraetebau GmbH"
"629","0x0275","Geotab"
"628","0x0274","Motsai Research"
"627","0x0273","OCEASOFT"
"626","0x0272","Alps Alpine Co., Ltd."
"625","0x0271","Animas Corp"
"624","0x0270","LSI ADL Technology"
"623","0x026F","Aptcode Solutions"
"622","0x026E","FLEURBAEY BVBA"
"621","0x026D","Technogym SPA"
"620","0x026C","Domster Tadeusz Szydlowski"
"619","0x026B","DEKA Research & Development Corp."
"618","0x026A","Gemalto"
"617","0x0269","Torrox GmbH & Co KG"
"616","0x0268","Cerevo"
"615","0x0267","XMI Systems SA"
"614","0x0266","Schawbel Technologies LLC"
"613","0x0265","SMK Corporation"
"612","0x0264","DDS, Inc."
"611","0x0263","Identiv, Inc."
"610","0x0262","Glacial Ridge Technologies"
"609","0x0261","SECVRE GmbH"
"608","0x0260","SensaRx"
"607","0x025F","Yardarm Technologies"
"606","0x025E","Fluke Corporation"
"605","0x025D","Lexmark International Inc."
"604","0x025C","NetEase（Hangzhou）Network co.Ltd."
"603","0x025B","Five Interactive, LLC dba Zendo"
"602","0x025A","University of Applied Sciences Valais/Haute Ecole Valaisanne"
"601","0x0259","ALTYOR"
"600","0x0258","Devialet SA"
"599","0x0257","AdBabble Local Commerce Inc."
"598","0x0256","G24 Power Limited"
"597","0x0255","Dai Nippon Printing Co., Ltd."
"596","0x0254","Playbrush"
"595","0x0253","Xicato Inc."
"594","0x0252","UKC Technosolution"
"593","0x0251","Lumo Bodytech Inc."
"592","0x0250","Sapphire Circuits LLC"
"591","0x024F","Schneider Schreibgeräte GmbH"
"590","0x024E","Microtronics Engineering GmbH"
"589","0x024D","M-Way Solutions GmbH"
"588","0x024C","Blue Clover Devices"
"587","0x024B","Orlan LLC"
"586","0x024A","Uwatec AG"
"585","0x0249","Transcranial Ltd"
"584","0x0248","Parker Hannifin Corp"
"583","0x0247","FiftyThree Inc."
"582","0x0246","ACKme Networks, Inc."
"581","0x0245","Endress+Hauser "
"580","0x0244","Iotera Inc"
"579","0x0243","Masimo Corp"
"578","0x0242","16Lab Inc"
"577","0x0241","Bragi GmbH"
"576","0x0240","Argenox Technologies"
"575","0x023F","WaveWare Technologies Inc."
"574","0x023E","Raven Industries"
"573","0x023D","ViCentra B.V."
"572","0x023C","Awarepoint"
"571","0x023B","Beijing CarePulse Electronic Technology Co, Ltd"
"570","0x023A","Alatech Tehnology"
"569","0x0239","JIN CO, Ltd"
"568","0x0238","Trakm8 Ltd"
"567","0x0237","MSHeli s.r.l."
"566","0x0236","Pitpatpet Ltd"
"565","0x0235","Qrio Inc"
"564","0x0234","FengFan (BeiJing) Technology Co, Ltd"
"563","0x0233","Shenzhen SuLong Communication Ltd"
"562","0x0232","x-Senso Solutions Kft"
"561","0x0231","ETA SA"
"560","0x0230","Foster Electric Company, Ltd"
"559","0x022F","Huami (Shanghai) Culture Communication CO., LTD"
"558","0x022E","Siemens AG"
"557","0x022D","Lupine"
"556","0x022C","Pharynks Corporation"
"555","0x022B","Tesla Motors"
"554","0x022A","Stamer Musikanlagen GMBH"
"553","0x0229","Muoverti Limited"
"552","0x0228","Twocanoes Labs, LLC"
"551","0x0227","LifeBEAM Technologies"
"550","0x0226","Merlinia A/S"
"549","0x0225","Nestlé Nespresso S.A."
"548","0x0224","Comarch SA"
"547","0x0223","Philip Morris Products S.A."
"546","0x0222","Praxis Dynamics"
"545","0x0221","Mobiquity Networks Inc"
"544","0x0220","Manus Machina BV"
"543","0x021F","Luster Leaf Products  Inc"
"542","0x021E","Goodnet, Ltd"
"541","0x021D","Edamic"
"540","0x021C","Mobicomm Inc"
"539","0x021B","Cisco Systems, Inc"
"538","0x021A","Blue Speck Labs, LLC"
"537","0x0219","DOTT Limited"
"536","0x0218","Hiotech AB"
"535","0x0217","Tech4home, Lda"
"534","0x0216","MTI Ltd"
"533","0x0215","Lukoton Experience Oy"
"532","0x0214","IK Multimedia Production srl"
"531","0x0213","Wyler AG"
"530","0x0212","Interplan Co., Ltd"
"529","0x0211","Telink Semiconductor Co. Ltd"
"528","0x0210","ikeGPS"
"527","0x020F","Comodule GMBH"
"526","0x020E","Omron Healthcare Co., LTD"
"525","0x020D","Simplo Technology Co., LTD"
"524","0x020C","CoroWare Technologies, Inc"
"523","0x020B","Jaguar Land Rover Limited"
"522","0x020A","Macnica Inc."
"521","0x0209","InvisionHeart Inc."
"520","0x0208","LumiGeek LLC"
"519","0x0207","STEMP Inc."
"518","0x0206","Otter Products, LLC"
"517","0x0205","Smartbotics Inc."
"516","0x0204","Tapcentive Inc."
"515","0x0203","Kemppi Oy"
"514","0x0202","Rigado LLC"
"513","0x0201","AR Timing"
"512","0x0200","Verifone Systems Pte Ltd. Taiwan Branch"
"511","0x01FF","Freescale Semiconductor, Inc."
"510","0x01FE","Radio Systems Corporation"
"509","0x01FD","Kontakt Micro-Location Sp. z o.o."
"508","0x01FC","Wahoo Fitness, LLC"
"507","0x01FB","Form Lifting, LLC"
"506","0x01FA","Gozio Inc."
"505","0x01F9","Medtronic Inc."
"504","0x01F8","Anyka (Guangzhou) Microelectronics Technology Co, LTD"
"503","0x01F7","Gelliner Limited"
"502","0x01F6","DJO Global"
"501","0x01F5","Cool Webthings Limited"
"500","0x01F4","UTC Fire and Security"
"499","0x01F3","The University of Tokyo"
"498","0x01F2","Itron, Inc."
"497","0x01F1","Zebra Technologies Corporation"
"496","0x01F0","KloudNation"
"495","0x01EF","Fullpower Technologies, Inc."
"494","0x01EE","Valeo Service"
"493","0x01ED","CuteCircuit LTD"
"492","0x01EC","Spreadtrum Communications Shanghai Ltd"
"491","0x01EB","AutoMap LLC"
"490","0x01EA","Advanced Application Design, Inc."
"489","0x01E9","Sano, Inc."
"488","0x01E8","STIR"
"487","0x01E7","IPS Group Inc."
"486","0x01E6","Technology Solutions (UK) Ltd"
"485","0x01E5","Dynamic Devices Ltd"
"484","0x01E4","Freedom Innovations"
"483","0x01E3","Caterpillar Inc"
"482","0x01E2","Lectronix, Inc."
"481","0x01E1","Jolla Ltd"
"480","0x01E0","Widex A/S"
"479","0x01DF","Bison Group Ltd."
"478","0x01DE","Minelab Electronics Pty Limited"
"477","0x01DD","Koninklijke Philips Electronics N.V."
"476","0x01DC","iParking Ltd."
"475","0x01DB","Innblue Consulting"
"474","0x01DA","Logitech International SA"
"473","0x01D9","Savant Systems LLC"
"472","0x01D8","Code Corporation"
"471","0x01D7","Squadrone Systems Inc."
"470","0x01D6","G-wearables inc."
"469","0x01D5","ELAD srl"
"468","0x01D4","Newlab S.r.l."
"467","0x01D3","Sky Wave Design"
"466","0x01D2","Gill Electronics"
"465","0x01D1","August Home, Inc"
"464","0x01D0","Primus Inter Pares Ltd"
"463","0x01CF","BSH"
"462","0x01CE","HOUWA SYSTEM DESIGN, k.k."
"461","0x01CD","Chengdu Synwing Technology Ltd"
"460","0x01CC","Sam Labs Ltd."
"459","0x01CB","Fetch My Pet"
"458","0x01CA","Laerdal Medical AS"
"457","0x01C9","Avi-on"
"456","0x01C8","Poly-Control ApS"
"455","0x01C7","Abiogenix Inc."
"454","0x01C6","HASWARE Inc."
"453","0x01C5","Bitcraze AB"
"452","0x01C4","DME Microelectronics"
"451","0x01C3","Bunch"
"450","0x01C2","Transenergooil AG"
"449","0x01C1","BRADATECH Corp."
"448","0x01C0","pironex GmbH"
"447","0x01BF","Hong Kong HunterSun Electronic Limited"
"446","0x01BE","Pulsate Mobile Ltd."
"445","0x01BD","Syszone Co., Ltd"
"444","0x01BC","SenionLab AB"
"443","0x01BB","Cochlear Bone Anchored Solutions AB"
"442","0x01BA","Stages Cycling LLC"
"441","0x01B9","HANA Micron"
"440","0x01B8","i+D3 S.L."
"439","0x01B7","General Electric Company"
"438","0x01B6","LM Technologies Ltd"
"437","0x01B5","Nest Labs Inc."
"436","0x01B4","Trineo Sp. z o.o."
"435","0x01B3","Nytec, Inc."
"434","0x01B2","Nymi Inc."
"433","0x01B1","Netizens Sp. z o.o."
"432","0x01B0","Star Micronics Co., Ltd."
"431","0x01AF","Sunrise Micro Devices, Inc."
"430","0x01AE","Earlens Corporation"
"429","0x01AD","FlightSafety International"
"428","0x01AC","Trividia Health, Inc."
"427","0x01AB","Facebook, Inc."
"426","0x01AA","Geophysical Technology Inc."
"425","0x01A9","Canon Inc."
"424","0x01A8","Taobao"
"423","0x01A7","ENERGOUS CORPORATION"
"422","0x01A6","Wille Engineering (formely as Asandoo GmbH)"
"421","0x01A5","Icon Health and Fitness"
"420","0x01A4","Mine Safety Appliances"
"419","0x01A3","EROAD"
"418","0x01A2","GIGALANE.CO.,LTD"
"417","0x01A1","FIAMM"
"416","0x01A0","Channel Enterprises (HK) Ltd."
"415","0x019F","Strainstall Ltd"
"414","0x019E","Ceruus"
"413","0x019D","CVS Health"
"412","0x019C","Cokiya Incorporated"
"411","0x019B","CUBETECH s.r.o."
"410","0x019A","TRON Forum (formerly T-Engine Forum)"
"409","0x0199","SALTO SYSTEMS S.L."
"408","0x0198","VENGIT Korlatolt Felelossegu Tarsasag"
"407","0x0197","WiSilica Inc."
"406","0x0196","Paxton Access Ltd"
"405","0x0195","Zuli"
"404","0x0194","Acoustic Stream Corporation"
"403","0x0193","Maveric Automation LLC"
"402","0x0192","Cloudleaf, Inc"
"401","0x0191","FDK CORPORATION"
"400","0x0190","Intelletto Technologies Inc."
"399","0x018F","Fireflies Systems"
"398","0x018E","Fitbit, Inc."
"397","0x018D","Extron Design Services"
"396","0x018C","Wilo SE"
"395","0x018B","Konica Minolta, Inc."
"394","0x018A","Able Trend Technology Limited"
"393","0x0189","Physical Enterprises Inc."
"392","0x0188","Unico RBC"
"391","0x0187","Seraphim Sense Ltd"
"390","0x0186","CORE Lighting Ltd"
"389","0x0185","bel'apps LLC"
"388","0x0184","Nectar"
"387","0x0183","Walt Disney"
"386","0x0182","HOP Ubiquitous"
"385","0x0181","Gecko Health Innovations, Inc."
"384","0x0180","Gigaset Communications GmbH"
"383","0x017F","XTel Wireless ApS"
"382","0x017E","BluDotz Ltd"
"381","0x017D","BatAndCat"
"380","0x017C","Daimler AG"
"379","0x017B","taskit GmbH"
"378","0x017A","Telemonitor, Inc."
"377","0x0179","LAPIS Technology Co., Ltd. formerly LAPIS Semiconductor Co., Ltd."
"376","0x0178","CASIO COMPUTER CO., LTD."
"375","0x0177","I-SYST inc."
"374","0x0176","SentriLock"
"373","0x0175","Dynamic Controls"
"372","0x0174","Everykey Inc."
"371","0x0173","Kocomojo, LLC"
"370","0x0172","Connovate Technology Private Limited"
"369","0x0171","Amazon.com Services, LLC (formerly Amazon Fulfillment Service)"
"368","0x0170","Roche Diabetes Care AG"
"367","0x016F","Podo Labs, Inc"
"366","0x016E","Volantic AB"
"365","0x016D","LifeScan Inc"
"364","0x016C","MYSPHERA"
"363","0x016B","Qblinks"
"362","0x016A","Cooper-Atkins Corporation"
"361","0x0169","emberlight"
"360","0x0168","Spicebox LLC"
"359","0x0167","Ascensia Diabetes Care US Inc."
"358","0x0166","MISHIK Pte Ltd"
"357","0x0165","Milwaukee Tool (Formally Milwaukee Electric Tools)"
"356","0x0164","Qingdao Yeelink Information Technology Co., Ltd."
"355","0x0163","PCH International"
"354","0x0162","MADSGlobalNZ Ltd."
"353","0x0161","yikes"
"352","0x0160","Awox formerly AwoX"
"351","0x015F","Timer Cap Co."
"350","0x015E","Unikey Technologies, Inc."
"349","0x015D","Estimote, Inc."
"348","0x015C","Pitius Tec S.L."
"347","0x015B","Biomedical Research Ltd."
"346","0x015A","micas AG"
"345","0x0159","ChefSteps, Inc."
"344","0x0158","Inmite s.r.o."
"343","0x0157","Anhui Huami Information Technology Co., Ltd."
"342","0x0156","Accumulate AB"
"341","0x0155","NETATMO"
"340","0x0154","Pebble Technology"
"339","0x0153","ROL Ergo"
"338","0x0152","Vernier Software & Technology"
"337","0x0151","OnBeep"
"336","0x0150","Pioneer Corporation"
"335","0x014F","B&W Group Ltd."
"334","0x014E","Tangerine, Inc."
"333","0x014D","HUIZHOU DESAY SV AUTOMOTIVE CO., LTD."
"332","0x014C","Mesh-Net Ltd"
"331","0x014B","Master Lock"
"330","0x014A","Tivoli Audio, LLC"
"329","0x0149","Perytons Ltd."
"328","0x0148","Ambimat Electronics"
"327","0x0147","Mighty Cast, Inc."
"326","0x0146","Ciright"
"325","0x0145","Novatel Wireless"
"324","0x0144","Lintech GmbH"
"323","0x0143","Bkon Connect"
"322","0x0142","Grape Systems Inc."
"321","0x0141","FedEx Services"
"320","0x0140","Alpine Electronics (China) Co., Ltd"
"319","0x013F","B&B Manufacturing Company"
"318","0x013E","Nod, Inc."
"317","0x013D","WirelessWERX"
"316","0x013C","Murata Manufacturing Co., Ltd."
"315","0x013B","Allegion"
"314","0x013A","Tencent Holdings Ltd."
"313","0x0139","Focus Systems Corporation"
"312","0x0138","NTEO Inc."
"311","0x0137","Prestigio Plaza Ltd."
"310","0x0136","Silvair, Inc."
"309","0x0135","Aireware LLC"
"308","0x0134","Resolution Products, Ltd."
"307","0x0133","Blue Maestro Limited"
"306","0x0132","MADS Inc"
"305","0x0131","Cypress Semiconductor"
"304","0x0130","Warehouse Innovations"
"303","0x012F","Clarion Co. Inc."
"302","0x012E","ASSA ABLOY"
"301","0x012D","Sony Corporation"
"300","0x012C","TEMEC Instruments B.V."
"299","0x012B","SportIQ"
"298","0x012A","Changzhou Yongse Infotech  Co., Ltd."
"297","0x0129","Nimble Devices Oy"
"296","0x0128","GPSI Group Pty Ltd"
"295","0x0127","Salutica Allied Solutions"
"294","0x0126","Promethean Ltd."
"293","0x0125","SEAT es"
"292","0x0124","HID Global"
"291","0x0123","Kinsa, Inc"
"290","0x0122","AirTurn, Inc."
"289","0x0121","Sino Wealth Electronic Ltd."
"288","0x0120","Porsche AG"
"287","0x011F","Volkswagen AG"
"286","0x011E","Skoda Auto a.s."
"285","0x011D","Arendi AG"
"284","0x011C","Baidu"
"283","0x011B","Hewlett Packard Enterprise"
"282","0x011A","Qualcomm Labs, Inc."
"281","0x0119","Wize Technology Co., Ltd."
"280","0x0118","Radius Networks, Inc."
"279","0x0117","Wimoto Technologies Inc"
"278","0x0116","10AK Technologies"
"277","0x0115","e.solutions"
"276","0x0114","Xensr"
"275","0x0113","Openbrain Technologies, Co., Ltd."
"274","0x0112","Visybl Inc."
"273","0x0111","Steelseries ApS"
"272","0x0110","Nippon Seiki Co., Ltd."
"271","0x010F","HiSilicon Technologies CO., LIMITED"
"270","0x010E","Audi AG"
"269","0x010D","DENSO TEN LIMITED (formerly Fujitsu Ten LImited)"
"268","0x010C","Transducers Direct, LLC"
"267","0x010B","ERi, Inc"
"266","0x010A","Codegate Ltd"
"265","0x0109","Atus BV"
"264","0x0108","Chicony Electronics Co., Ltd."
"263","0x0107","William Demant Holding A/S"
"262","0x0106","Innovative Yachtter Solutions"
"261","0x0105","Ubiquitous Computing Technology Corporation"
"260","0x0104","PLUS Location Systems Pty Ltd"
"259","0x0103","Bang & Olufsen A/S"
"258","0x0102","Keiser Corporation"
"257","0x0101","Fugoo, Inc."
"256","0x0100","TomTom International BV"
"255","0x00FF","Typo Products, LLC"
"254","0x00FE","Stanley Black and Decker"
"253","0x00FD","ValenceTech Limited"
"252","0x00FC","Delphi Corporation"
"251","0x00FB","KOUKAAM a.s."
"250","0x00FA","Crystal Code AB"
"249","0x00F9","StickNFind"
"248","0x00F8","AceUni Corp., Ltd."
"247","0x00F7","VSN Technologies, Inc."
"246","0x00F6","Elcometer Limited"
"245","0x00F5","Smartifier Oy"
"244","0x00F4","Nautilus Inc."
"243","0x00F3","Kent Displays Inc."
"242","0x00F2","Morse Project Inc."
"241","0x00F1","Witron Technology Limited"
"240","0x00F0","PayPal, Inc."
"239","0x00EF","Bitsplitters GmbH"
"238","0x00EE","Above Average Outcomes, Inc."
"237","0x00ED","Jolly Logic, LLC"
"236","0x00EC","BioResearch Associates"
"235","0x00EB","Server Technology Inc."
"234","0x00EA","​Nielsen-Kellerman Company"
"233","0x00E9","​Vtrack Systems"
"232","0x00E8","​ACTS Technologies"
"231","0x00E7","​KS Technologies"
"230","0x00E6","Freshtemp"
"229","0x00E5","Eden Software Consultants Ltd."
"228","0x00E4","Laird Connectivity, Inc. formerly L.S. Research Inc."
"227","0x00E3","inMusic Brands, Inc"
"226","0x00E2","Semilink Inc"
"225","0x00E1","Danlers Ltd"
"224","0x00E0","Google"
"223","0x00DF","Misfit Wearables Corp"
"222","0x00DE","Muzik LLC"
"221","0x00DD","Hosiden Corporation"
"220","0x00DC","Procter & Gamble"
"219","0x00DB","Biosentronics"
"218","0x00DA","txtr GmbH"
"217","0x00D9","Voyetra Turtle Beach"
"216","0x00D8","Qualcomm Connected Experiences, Inc."
"215","0x00D7","Qualcomm Technologies, Inc."
"214","0x00D6","Timex Group USA, Inc."
"213","0x00D5","Austco Communication Systems"
"212","0x00D4","Kawantech"
"211","0x00D3","Taixingbang Technology (HK) Co,. LTD."
"210","0x00D2","Dialog Semiconductor B.V."
"209","0x00D1","Polar Electro Europe B.V."
"208","0x00D0","Dexcom, Inc."
"207","0x00CF","ARCHOS SA"
"206","0x00CE","Elgato Systems GmbH"
"205","0x00CD","Microchip Technology Inc."
"204","0x00CC","Beats Electronics"
"203","0x00CB","Binauric SE"
"202","0x00CA","MC10"
"201","0x00C9","Evluma"
"200","0x00C8","GeLo Inc"
"199","0x00C7","​Quuppa Oy."
"198","0x00C6","​Selfly BV"
"197","0x00C5","​Onset Computer Corporation"
"196","0x00C4","​​LG Electronics​"
"195","0x00C3","​​adidas AG"
"194","0x00C2","​​Geneq Inc."
"193","0x00C1","​​Shenzhen Excelsecu Data Technology Co.,Ltd"
"192","0x00C0","​​AMICCOM Electronics Corporation"
"191","0x00BF","​​Stalmart Technology Limited"
"190","0x00BE","​​AAMP of America"
"189","0x00BD","​​Aplix Corporation"
"188","0x00BC","​​Ace Sensor Inc"
"187","0x00BB","​​S-Power Electronics Limited"
"186","0x00BA","​Starkey Laboratories Inc."
"185","0x00B9","​​Johnson Controls, Inc."
"184","0x00B8","​Qualcomm Innovation Center, Inc. (QuIC)"
"183","0x00B7","​TreLab Ltd"
"182","0x00B6","​Meso international"
"181","0x00B5","Swirl Networks"
"180","0x00B4","​BDE Technology Co., Ltd."
"179","0x00B3","​Clarinox Technologies Pty. Ltd."
"178","0x00B2","​Bekey A/S"
"177","0x00B1","Saris Cycling Group, Inc"
"176","0x00B0","Passif Semiconductor Corp"
"175","0x00AF","Cinetix"
"174","0x00AE","Omegawave Oy"
"173","0x00AD","Peter Systemtechnik GmbH"
"172","0x00AC","Green Throttle Games"
"171","0x00AB","Ingenieur-Systemgruppe Zahn GmbH"
"170","0x00AA","CAEN RFID srl"
"169","0x00A9","MARELLI EUROPE S.P.A. (formerly Magneti Marelli S.p.A.)"
"168","0x00A8","ARP Devices Limited"
"167","0x00A7","Visteon Corporation"
"166","0x00A6","Panda Ocean Inc."
"165","0x00A5","OTL Dynamics LLC"
"164","0x00A4","LINAK A/S"
"163","0x00A3","Meta Watch Ltd."
"162","0x00A2","Vertu Corporation Limited"
"161","0x00A1","SR-Medizinelektronik"
"160","0x00A0","Kensington Computer Products Group"
"159","0x009F","Suunto Oy"
"158","0x009E","Bose Corporation"
"157","0x009D","Geoforce Inc."
"156","0x009C","Colorfy, Inc."
"155","0x009B","Jiangsu Toppower Automotive Electronics Co., Ltd."
"154","0x009A","Alpwise"
"153","0x0099","i.Tech Dynamic Global Distribution Ltd."
"152","0x0098","zero1.tv GmbH"
"151","0x0097","ConnecteDevice Ltd."
"150","0x0096","ODM Technology, Inc."
"149","0x0095","NEC Lighting, Ltd."
"148","0x0094","Airoha Technology Corp."
"147","0x0093","Universal Electronics, Inc."
"146","0x0092","ThinkOptics, Inc."
"145","0x0091","Advanced PANMOBIL systems GmbH & Co. KG"
"144","0x0090","Funai Electric Co., Ltd."
