"Decimal","Hexadecimal","Company"
"1470","0x05BE","RFID Global by Softwork SrL"
"1469","0x05BD","ULC Robotics Inc."
"1468","0x05BC","Leviton Mfg. Co., Inc."
"1467","0x05BB","Oxford Metrics plc"
"1466","0x05BA","igloohome"
"1465","0x05B9","Suzhou Pairlink Network Technology"
"1464","0x05B8","Ambystoma Labs Inc."
"1463","0x05B7","Beijing Pinecone Electronics Co.,Ltd."
"1462","0x05B6","Elecs Industry Co.,Ltd."
"1461","0x05B5","verisilicon"
"1460","0x05B4","White Horse Scientific ltd"
"1459","0x05B3","Parabit Systems, Inc."
"1458","0x05B2","CAREL INDUSTRIES S.P.A."
"1457","0x05B1","Medallion Instrumentation Systems"
"1456","0x05B0","NewTec GmbH"
"1455","0x05AF","OV LOOP, INC. (formerly ONvocal)"
"1454","0x05AE","CARMATE MFG.CO.,LTD"
"1453","0x05AD","INIA"
"1452","0x05AC","GoerTek Dynaudio Co., Ltd."
"1451","0x05AB","Nofence AS"
"1450","0x05AA","Tramex Limited"
"1449","0x05A9","Monidor"
"1448","0x05A8","Tom Allebrandi Consulting"
"1447","0x05A7","Sonos Inc"
"1446","0x05A6","Telecon Mobile Limited"
"1445","0x05A5","Kiiroo BV"
"1444","0x05A4","O. E. M. Controls, Inc."
"1443","0x05A3","Axiomware Systems Incorporated"
"1442","0x05A2","ADHERIUM(NZ) LIMITED"
"1441","0x05A1","Shanghai Xiaoyi Technology Co.,Ltd."
"1440","0x05A0","RCP Software Oy"
"1439","0x059F","Fisher & Paykel Healthcare"
"1438","0x059E","Polycom, Inc."
"1437","0x059D","Tandem Diabetes Care"
"1436","0x059C","Macrogiga Electronics"
"1435","0x059B","Dataflow Systems Limited"
"1434","0x059A","Teledyne Lecroy, Inc."
"1433","0x0599","Lazlo326, LLC."
"1432","0x0598","rapitag GmbH"
"1431","0x0597","RadioPulse Inc"
"1430","0x0596","My Smart Blinds"
"1429","0x0595","Inor Process AB"
"1428","0x0594","Kohler Company"
"1427","0x0593","Spaulding Clinical Research"
"1426","0x0592","IZITHERM"
"1425","0x0591","Viasat Group S.p.A."
"1424","0x0590","Pur3 Ltd"
"1423","0x058F","HENDON SEMICONDUCTORS PTY LTD"
"1422","0x058E","Oculus VR, LLC"
"1421","0x058D","Jungheinrich Aktiengesellschaft"
"1420","0x058C","MERCK Kommanditgesellschaft auf Aktien"
"1419","0x058B","Maxim Integrated Products"
"1418","0x058A","START TODAY CO.,LTD."
"1417","0x0589","Star Technologies"
"1416","0x0588","ALT-TEKNIK LLC"
"1415","0x0587","Derichs GmbH"
"1414","0x0586","LEGRAND"
"1413","0x0585","Hearing Lab Technology"
"1412","0x0584","Gira Giersiepen GmbH & Co. KG"
"1411","0x0583","Code Blue Communications"
"1410","0x0582","Breakwall Analytics, LLC"
"1409","0x0581","LYS TECHNOLOGIES LTD"
"1408","0x0580","ARANZ Medical Limited"
"1407","0x057F","Scuf Gaming International, LLC"
"1406","0x057E","Beco, Inc"
"1405","0x057D","Instinct Performance"
"1404","0x057C","Toor Technologies LLC"
"1403","0x057B","Duracell U.S. Operations Inc."
"1402","0x057A","OMNI Remotes"
"1401","0x0579","Ensemble Tech Private Limited"
"1400","0x0578","Wellington Drive Technologies Ltd"
"1399","0x0577","True Wearables, Inc."
"1398","0x0576","Globalstar, Inc."
"1397","0x0575","Integral Memroy Plc"
"1396","0x0574","AFFORDABLE ELECTRONICS INC"
"1395","0x0573","Lighting Science Group Corp."
"1394","0x0572","AntTail.com"
"1393","0x0571","PSIKICK, INC."
"1392","0x0570","Consumer Sleep Solutions LLC"
"1391","0x056F","BikeFinder AS"
"1390","0x056E","VIZPIN INC."
"1389","0x056D","Redmond Industrial Group LLC"
"1388","0x056C","Long Range Systems, LLC"
"1387","0x056B","Rion Co., Ltd."
"1386","0x056A","Flipnavi Co.,Ltd."
"1385","0x0569","Audionics System, INC."
"1384","0x0568","Bodyport Inc."
"1383","0x0567","Xiamen Everesports Goods Co., Ltd"
"1382","0x0566","CORE TRANSPORT TECHNOLOGIES NZ LIMITED"
"1381","0x0565","Beijing Smartspace Technologies Inc."
"1380","0x0564","Beghelli Spa"
"1379","0x0563","Steinel Vertrieb GmbH"
"1378","0x0562","Thalmic Labs Inc."
"1377","0x0561","Finder S.p.A."
"1376","0x0560","Sarita CareTech APS (formerly Sarita CareTech IVS)"
"1375","0x055F","PROTECH S.A.S. DI GIRARDI ANDREA & C."
"1374","0x055E","Hekatron Vertriebs GmbH"
"1373","0x055D","Valve Corporation"
"1372","0x055C","Lely"
"1371","0x055B","FRANKLIN TECHNOLOGY INC"
"1370","0x055A","CANDY HOUSE, Inc."
"1369","0x0559","Newcon Optik"
"1368","0x0558","benegear, inc."
"1367","0x0557","Arwin Technology Limited"
"1366","0x0556","Otodynamics Ltd"
"1365","0x0555","KROHNE Messtechnik GmbH"
"1364","0x0554","National Instruments"
"1363","0x0553","Nintendo Co., Ltd."
"1362","0x0552","Avempace SARL"
"1361","0x0551","Sylero"
"1360","0x0550","Versa Networks, Inc."
"1359","0x054F","Sinnoz"
"1358","0x054E","FORTRONIK storitve d.o.o."
"1357","0x054D","Sensome"
"1356","0x054C","Carefree Scott Fetzer Co Inc"
"1355","0x054B","Advanced Electronic Designs, Inc."
"1354","0x054A","Linough Inc."
"1353","0x0549","Smart Technologies and Investment Limited"
"1352","0x0548","Knick Elektronische Messgeraete GmbH & Co. KG"
"1351","0x0547","LOGICDATA d.o.o."
"1350","0x0546","Apexar Technologies S.A."
"1349","0x0545","Candy Hoover Group s.r.l"
"1348","0x0544","OrthoSensor, Inc."
"1347","0x0543","MIWA LOCK CO.,Ltd"
"1346","0x0542","Mist Systems, Inc."
"1345","0x0541","Sharknet srl"
"1344","0x0540","SilverPlus, Inc"
"1343","0x053F","Silergy Corp"
"1342","0x053E","CLIM8 LIMITED"
"1341","0x053D","TESA SA"
"1340","0x053C","Screenovate Technologies Ltd"
"1339","0x053B","prodigy"
"1338","0x053A","Savitech Corp.,"
"1337","0x0539","OPPLE Lighting Co., Ltd"
"1336","0x0538","Medela AG"
"1335","0x0537","MetaLogics Corporation"
"1334","0x0536","ZTR Control Systems LLC"
"1333","0x0535","Smart Component Technologies Limited"
"1332","0x0534","Frontiergadget, Inc."
"1331","0x0533","Nura Operations Pty Ltd"
"1330","0x0532","CRESCO Wireless, Inc."
"1329","0x0531","D&M Holdings Inc."
"1328","0x0530","Adolene, Inc."
"1327","0x052F","Center ID Corp."
"1326","0x052E","LEDVANCE GmbH"
"1325","0x052D","EXFO, Inc."
"1324","0x052C","Geosatis SA"
"1323","0x052B","Novartis AG"
"1322","0x052A","Keynes Controls Ltd"
"1321","0x0529","Lumen UAB"
"1320","0x0528","Lunera Lighting Inc."
"1319","0x0527","Albrecht JUNG"
"1318","0x0526","Honeywell International Inc."
"1317","0x0525","HONGKONG NANO IC TECHNOLOGIES  CO., LIMITED"
"1316","0x0524","Hangzhou iMagic Technology Co., Ltd"
"1315","0x0523","MTG Co., Ltd."
"1314","0x0522","NS Tech, Inc."
"1313","0x0521","IAI Corporation"
"1312","0x0520","Target Corporation"
"1311","0x051F","Setec Pty Ltd"
"1310","0x051E","Detect Blue Limited"
"1309","0x051D","OFF Line Co., Ltd."
"1308","0x051C","EDPS"
"1307","0x051B","Angee Technologies Ltd."
"1306","0x051A","Leica Camera AG"
"1305","0x0519","Tyto Life LLC"
"1304","0x0518","MAMORIO.inc"
"1303","0x0517","Amtronic Sverige AB (formerly Amcore AB)"
"1302","0x0516","Footmarks"
"1301","0x0515","RB Controls Co., Ltd."
"1300","0x0514","FIBRO GmbH"
"1299","0x0513","9974091 Canada Inc."
"1298","0x0512","Soprod SA"
"1297","0x0511","Brookfield Equinox LLC"
"1296","0x0510","UNI-ELECTRONICS, INC."
"1295","0x050F","Foundation Engineering LLC"
"1294","0x050E","Yichip Microelectronics (Hangzhou) Co.,Ltd."
"1293","0x050D","TRSystems GmbH"
"1292","0x050C","OSRAM GmbH"
"1291","0x050B","Vibrissa Inc."
"1290","0x050A","Shake-on B.V."
"1289","0x0509","myLIFTER Inc."
"1288","0x0508","Axes System sp. z o. o."
"1287","0x0507","Yellowcog"
"1286","0x0506","Hager"
"1285","0x0505","Inplay Technologies LLC"
"1284","0x0504","PHYPLUS Inc"
"1283","0x0503","Locoroll, Inc"
"1282","0x0502","Specifi-Kali LLC"
"1281","0x0501","Polaris IND"
"1280","0x0500","Wiliot LTD."
"1279","0x04FF","Microsemi Corporation"
"1278","0x04FE","Woosim Systems Inc."
"1277","0x04FD","Tapkey GmbH"
"1276","0x04FC","SwingLync L. L. C."
"1275","0x04FB","Benchmark Drives GmbH & Co. KG"
"1274","0x04FA","Androtec GmbH"
"1273","0x04F9","Interactio"
"1272","0x04F8","Convergence Systems Limited"
"1271","0x04F7","Shenzhen Huiding Technology Co.,Ltd."
"1270","0x04F6","McLear Limited"
"1269","0x04F5","Pirelli Tyre S.P.A."
"1268","0x04F4","ZanCompute Inc."
"1267","0x04F3","Cerevast Medical"
"1266","0x04F2","InDreamer Techsol Private Limited"
"1265","0x04F1","Theben AG"
"1264","0x04F0","Kosi Limited"
"1263","0x04EF","DaisyWorks, Inc"
"1262","0x04EE","Auxivia"
"1261","0x04ED","R9 Technology, Inc."
"1260","0x04EC","Motorola Solutions"
"1259","0x04EB","Bird Home Automation GmbH"
"1258","0x04EA","Pacific Bioscience Laboratories, Inc"
"1257","0x04E9","Busch Jaeger Elektro GmbH"
"1256","0x04E8","STABILO International"
"1255","0x04E7","REHABTRONICS INC."
"1254","0x04E6","Smart Solution Technology, Inc."
"1253","0x04E5","Avack Oy"
"1252","0x04E4","Woodenshark"
"1251","0x04E3","Under Armour"
"1250","0x04E2","EllieGrid"
"1249","0x04E1","REACTEC LIMITED"
"1248","0x04E0","Guardtec, Inc."
"1247","0x04DF","Emerson"
"1246","0x04DE","Lutron Electronics Co., Inc."
"1245","0x04DD","4MOD Technology"
"1244","0x04DC","IOTTIVE (OPC) PRIVATE LIMITED"
"1243","0x04DB","Engineered Audio, LLC."
"1242","0x04DA","Franceschi Marina snc"
"1241","0x04D9","RandMcNally"
"1240","0x04D8","FUJIFILM Corporation"
"1239","0x04D7","Blincam, Inc."
"1238","0x04D6","LUGLOC LLC"
"1237","0x04D5","Gooee Limited"
"1236","0x04D4","5th Element Ltd"
"1235","0x04D3","Queercon, Inc"
"1234","0x04D2","Anloq Technologies Inc."
"1233","0x04D1","KTS GmbH"
"1232","0x04D0","Olympus Corporation"
"1231","0x04CF","DOM Sicherheitstechnik GmbH & Co. KG"
"1230","0x04CE","GOOOLED S.R.L."
"1229","0x04CD","Safetech Products LLC"
"1228","0x04CC","Enflux Inc."
"1227","0x04CB","Novo Nordisk A/S"
"1226","0x04CA","Steiner-Optik GmbH"
"1225","0x04C9","Thornwave Labs Inc"
"1224","0x04C8","Shanghai Flyco Electrical Appliance Co., Ltd."
"1223","0x04C7","Svantek Sp. z o.o."
"1222","0x04C6","Insta GmbH"
"1221","0x04C5","Seibert Williams Glass, LLC"
"1220","0x04C4","TeAM Hutchins AB"
"1219","0x04C3","Mantracourt Electronics Limited"
"1218","0x04C2","Dmet Products Corp."
"1217","0x04C1","Sospitas, s.r.o."
"1216","0x04C0","Statsports International"
"1215","0x04BF","VIT Initiative, LLC"
"1214","0x04BE","Averos FZCO"
"1213","0x04BD","AlbynMedical"
"1212","0x04BC","Draegerwerk AG & Co. KGaA"
"1211","0x04BB","Neatebox Ltd"
"1210","0x04BA","Crestron Electronics, Inc."
"1209","0x04B9","CSR Building Products Limited"
"1208","0x04B8","Soraa Inc."
"1207","0x04B7","Analog Devices, Inc."
"1206","0x04B6","Diagnoptics Technologies"
"1205","0x04B5","Swiftronix AB"
"1204","0x04B4","Inuheat Group AB"
"1203","0x04B3","mobike (Hong Kong) Limited"
"1202","0x04B2","The Shadow on the Moon"
"1201","0x04B1","Kartographers Technologies Pvt. Ltd."
"1200","0x04B0","Weba Sport und Med. Artikel GmbH"
"1199","0x04AF","BIOROWER Handelsagentur GmbH"
"1198","0x04AE","ERM Electronic Systems LTD"
"1197","0x04AD","Shure Inc"
"1196","0x04AC","Undagrid B.V."
"1195","0x04AB","Harbortronics, Inc."
"1194","0x04AA","LINKIO SAS"
"1193","0x04A9","DISCOVERY SOUND TECHNOLOGY, LLC"
"1192","0x04A8","BioTex, Inc."
"1191","0x04A7","Dallas Logic Corporation"
"1190","0x04A6","Vinetech Co., Ltd"
"1189","0x04A5","Guangzhou FiiO Electronics Technology Co.,Ltd"
"1188","0x04A4","Herbert Waldmann GmbH & Co. KG"
"1187","0x04A3","GT-tronics HK Ltd"
"1186","0x04A2","ovrEngineered, LLC"
"1185","0x04A1","PNI Sensor Corporation"
"1184","0x04A0","Vypin, LLC"
"1183","0x049F","tictote AB"
"1182","0x049E","AND!XOR LLC"
"1181","0x049D","Uhlmann & Zacher GmbH"
"1180","0x049C","DyOcean"
"1179","0x049B","nVisti, LLC"
"1178","0x049A","Situne AS"
"1177","0x0499","Ruuvi Innovations Ltd."
"1176","0x0498","METER Group, Inc. USA"
"1175","0x0497","Cochlear Limited"
"1174","0x0496","Polymorphic Labs LLC"
"1173","0x0495","LMT Mercer Group, Inc"
"1172","0x0494","SENNHEISER electronic GmbH & Co. KG"
"1171","0x0493","Lynxemi Pte Ltd"
"1170","0x0492","ADC Technology, Inc."
"1169","0x0491","SOREX - Wireless Solutions GmbH"
"1168","0x0490","Matting AB"
"1167","0x048F","BlueKitchen GmbH"
"1166","0x048E","Companion Medical, Inc."
"1165","0x048D","S-Labs Sp. z o.o."
"1164","0x048C","Vectronix AG"
"1163","0x048B","CP Electronics Limited"
"1162","0x048A","Taelek Oy"
"1161","0x0489","Igarashi Engineering"
"1160","0x0488","Automotive Data Solutions Inc"
"1159","0x0487","Centrica Connected Home"
"1158","0x0486","DEV TECNOLOGIA INDUSTRIA, COMERCIO E MANUTENCAO DE EQUIPAMENTOS LTDA. - ME"
"1157","0x0485","SKIDATA AG"
"1156","0x0484","Revol Technologies Inc"
"1155","0x0483","Multi Care Systems B.V."
"1154","0x0482","POS Tuning Udo Vosshenrich GmbH & Co. KG"
"1153","0x0481","Quintrax Limited"
"1152","0x0480","Dynometrics Inc."
"1151","0x047F","Pro-Mark, Inc."
"1150","0x047E","OurHub Dev IvS"
"1149","0x047D","Occly LLC"
"1148","0x047C","POWERMAT LTD"
"1147","0x047B","MIYOSHI ELECTRONICS CORPORATION"
"1146","0x047A","Sinosun Technology Co., Ltd."
"1145","0x0479","mywerk system GmbH"
"1144","0x0478","FarSite Communications Limited"
"1143","0x0477","Blue Spark Technologies"
"1142","0x0476","Oxstren Wearable Technologies Private Limited"
"1141","0x0475","Icom inc."
"1140","0x0474","iApartment co., ltd."
"1139","0x0473","Steelcase, Inc."
"1138","0x0472","Control-J Pty Ltd"
"1137","0x0471","TiVo Corp"
"1136","0x0470","iDesign s.r.l."
"1135","0x046F","Develco Products A/S"
"1134","0x046E","Pambor Ltd."
"1133","0x046D","BEGA Gantenbrink-Leuchten KG"
"1132","0x046C","Qingdao Realtime Technology Co., Ltd."
"1131","0x046B","PMD Solutions"
"1130","0x046A","INSIGMA INC."
"1129","0x0469","Palago AB"
"1128","0x0468","Kynesim Ltd"
"1127","0x0467","Codenex Oy"
"1126","0x0466","CycleLabs Solutions inc."
"1125","0x0465","International Forte Group LLC"
"1124","0x0464","Bellman & Symfon"
"1123","0x0463","Fathom Systems Inc."
"1122","0x0462","Bonsai Systems GmbH"
"1121","0x0461","vhf elektronik GmbH"
"1120","0x0460","Kolibree"
"1119","0x045F","Real Time Automation, Inc."
"1118","0x045E","Nuviz, Inc."
"1117","0x045D","Boston Scientific Corporation"
"1116","0x045C","Delta T Corporation"
"1115","0x045B","SPACEEK LTD"
"1114","0x045A","2048450 Ontario Inc"
"1113","0x0459","Lumenetix, Inc"
"1112","0x0458","Mini Solution Co., Ltd."
"1111","0x0457","RF INNOVATION"
"1110","0x0456","Nemik Consulting Inc"
"1109","0x0455","Atomation"
"1108","0x0454","Sphinx Electronics GmbH & Co KG"
"1107","0x0453","Qorvo Utrecht B.V. formerly GreenPeak Technologies BV"
"1106","0x0452","Svep Design Center AB"
"1105","0x0451","Tunstall Nordic AB"
"1104","0x0450","Teenage Engineering AB"
"1103","0x044F","TTS Tooltechnic Systems AG & Co. KG"
"1102","0x044E","Xtrava Inc."
"1101","0x044D","VEGA Grieshaber KG"
"1100","0x044C","LifeStyle Lock, LLC"
"1099","0x044B","Nain Inc."
"1098","0x044A","SHIMANO INC."
"1097","0x0449","1UP USA.com llc"
"1096","0x0448","Grand Centrix GmbH"
"1095","0x0447","Fabtronics Australia Pty Ltd"
"1094","0x0446","NETGEAR, Inc."
"1093","0x0445","Kobian Canada Inc."
"1092","0x0444","Metanate Limited"
"1091","0x0443","Tucker International LLC"
"1090","0x0442","SECOM CO., LTD."
"1089","0x0441","iProtoXi Oy"
"1088","0x0440","Valencell, Inc."
"1087","0x043F","Tentacle Sync GmbH"
"1086","0x043E","Thermomedics, Inc."
"1085","0x043D","Coiler Corporation"
"1084","0x043C","DeLaval"
"1083","0x043B","Appside co., ltd."
"1082","0x043A","Nuheara Limited"
"1081","0x0439","Radiance Technologies"
"1080","0x0438","Helvar Ltd"
"1079","0x0437","eBest IOT Inc."
"1078","0x0436","Drayson Technologies (Europe) Limited"
"1077","0x0435","Blocks Wearables Ltd."
"1076","0x0434","Hatch Baby, Inc."
"1075","0x0433","Pillsy Inc."
"1074","0x0432","Silk Labs, Inc."
"1073","0x0431","Amway Corporation"
"1072","0x0430","SnapStyk Inc."
"1071","0x042F","Danfoss A/S"
"1070","0x042E","MemCachier Inc."
"1069","0x042D","Meshtech AS"
"1068","0x042C","Ticto N.V."
"1067","0x042B","iMicroMed Incorporated"
"1066","0x042A","BD Medical"
"1065","0x0429","Prolon Inc."
"1064","0x0428","SmallLoop, LLC"
"1063","0x0427","Focus fleet and fuel management inc"
"1062","0x0426","Husqvarna AB"
"1061","0x0425","Unify Software and Solutions GmbH & Co. KG"
"1060","0x0424","Trainesense Ltd."
"1059","0x0423","Chargifi Limited"
"1058","0x0422","DELSEY SA"
"1057","0x0421","Backbone Labs, Inc."
"1056","0x0420","TecBakery GmbH"
"1055","0x041F","Kopin Corporation"
"1054","0x041E","Dell Computer Corporation"
"1053","0x041D","Benning Elektrotechnik und Elektronik GmbH & Co. KG"
"1052","0x041C","WaterGuru, Inc."
"1051","0x041B","OrthoAccel Technologies"
"1050","0x041A","Friday Labs Limited"
"1049","0x0419","Novalogy LTD"
"1048","0x0418","Reserved"
"1047","0x0417","Fatigue Science"
"1046","0x0416","SODA GmbH"
"1045","0x0415","Uber Technologies Inc"
"1044","0x0414","Lightning Protection International Pty Ltd"
"1043","0x0413","Wireless Cables Inc"
"1042","0x0412","SEFAM"
"1041","0x0411","Luidia Inc"
"1040","0x0410","Fender Musical Instruments"
"1039","0x040F","CO-AX Technology, Inc."
"1038","0x040E","SKF (U.K.) Limited"
"1037","0x040D","NorthStar Battery Company, LLC"
"1036","0x040C","Senix Corporation"
"1035","0x040B","Jana Care Inc."
"1034","0x040A","Openmatics"
"1033","0x0409","AXIS"
"1032","0x0408","ToGetHome Inc."
"1031","0x0407","Swiss Audio SA"
"1030","0x0406","Airtago"
"1029","0x0405","Vertex International, Inc."
"1028","0x0404","Authomate Inc"
"1027","0x0403","Gantner Electronic GmbH"
"1026","0x0402","Sears Holdings Corporation"
"1025","0x0401","Relations Inc."
"1024","0x0400","i-developer IT Beratung UG"
"1023","0x03FF","Withings"
"1022","0x03FE","Littelfuse"
"1021","0x03FD","Trimble Navigation Ltd."
"1020","0x03FC","Kimberly-Clark"
"1019","0x03FB","Nox Medical"
"1018","0x03FA","Vyassoft Technologies Inc"
"1017","0x03F9","Becon Technologies Co.,Ltd."
"1016","0x03F8","Rockford Corp."
"1015","0x03F7","Owl Labs Inc."
"1014","0x03F6","Iton Technology Corp."
"1013","0x03F5","WHERE, Inc."
"1012","0x03F4","PAL Technologies Ltd"
"1011","0x03F3","Flowscape AB"
"1010","0x03F2","WindowMaster A/S"
"1009","0x03F1","Hestan Smart Cooking Inc."
"1008","0x03F0","CLINK"
"1007","0x03EF","foolography GmbH"
"1006","0x03EE","CUBE TECHNOLOGIES"
"1005","0x03ED","BASIC MICRO.COM,INC."
"1004","0x03EC","Jigowatts Inc."
"1003","0x03EB","Evollve Inc."
"1002","0x03EA","Hello Inc."
"1001","0x03E9","SHENZHEN LEMONJOY TECHNOLOGY CO., LTD."
"1000","0x03E8","Reiner Kartengeraete GmbH & Co. KG."
"999","0x03E7","TRUE Fitness Technology"
"998","0x03E6","IoT Instruments Oy"
"997","0x03E5","ffly4u"
"996","0x03E4","Chip-ing AG"
"995","0x03E3","Qualcomm Life Inc"
"994","0x03E2","Sensoan Oy"
"993","0x03E1","SPD Development Company Ltd"
"992","0x03E0","Actions (Zhuhai) Technology Co., Limited"
"991","0x03DF","Grob Technologies, LLC"
"990","0x03DE","Nathan Rhoades LLC"
"989","0x03DD","Andreas Stihl AG & Co. KG"
"988","0x03DC","Nima Labs"
"987","0x03DB","Instabeat, Inc"
"986","0x03DA","EnOcean GmbH"
"985","0x03D9","3IWare Co., Ltd."
"984","0x03D8","Zen-Me Labs Ltd"
"983","0x03D7","FINSECUR"
"982","0x03D6","Yota Devices LTD"
"981","0x03D5","Wyzelink Systems Inc."
"980","0x03D4","PEG PEREGO SPA"
"979","0x03D3","Sigma Connectivity AB"
"978","0x03D2","IOT Pot India Private Limited"
"977","0x03D1","Density Inc."
"976","0x03D0","Watteam Ltd"
"975","0x03CF","MIRA, Inc."
"974","0x03CE","CONTRINEX S.A."
"973","0x03CD","Wynd Technologies, Inc."
"972","0x03CC","Vonkil Technologies Ltd"
"971","0x03CB","SYSDEV Srl"
"970","0x03CA","In2things Automation Pvt. Ltd."
"969","0x03C9","Gallagher Group"
"968","0x03C8","Avvel International"
"967","0x03C7","Structural Health Systems, Inc."
"966","0x03C6","Intricon"
"965","0x03C5","St. Jude Medical, Inc."
"964","0x03C4","Pico Technology Inc."
"963","0x03C3","Casambi Technologies Oy"
"962","0x03C2","Snapchat Inc"
"961","0x03C1","Ember Technologies, Inc."
"960","0x03C0","Arch Systems Inc."
"959","0x03BF","iLumi Solutions Inc."
"958","0x03BE","Applied Science, Inc."
"957","0x03BD","amadas"
"956","0x03BC","ASB Bank Ltd"
"955","0x03BB","Abbott"
"954","0x03BA","Maxscend Microelectronics Company Limited"
"953","0x03B9","FREDERIQUE CONSTANT SA"
"952","0x03B8","A-Safe Limited"
"951","0x03B7","Airbly Inc."
"950","0x03B6","Mattel"
"949","0x03B5","petPOMM, Inc"
"948","0x03B4","Alpha Nodus, inc."
"947","0x03B3","Midwest Instruments & Controls"
"946","0x03B2","Propagation Systems Limited"
"945","0x03B1","Otodata Wireless Network Inc."
"944","0x03B0","VIBRADORM GmbH"
"943","0x03AF","Comm-N-Sense Corp DBA Verigo"
"942","0x03AE","Allswell Inc."
"941","0x03AD","XiQ"
"940","0x03AC","Smablo LTD"
"939","0x03AB","Meizu Technology Co., Ltd."
"938","0x03AA","Exon Sp. z o.o."
"937","0x03A9","THINKERLY SRL"
"936","0x03A8","Esrille Inc."
"935","0x03A7","AeroScout"
"934","0x03A6","Medela, Inc"
"933","0x03A5","ACE CAD Enterprise Co., Ltd. (ACECAD)"
"932","0x03A4","Token Zero Ltd"
"931","0x03A3","SmartMovt Technology Co., Ltd"
"930","0x03A2","Candura Instruments"
"929","0x03A1","Alpine Labs LLC"
"928","0x03A0","IVT Wireless Limited"
"927","0x039F","Molex Corporation"
"926","0x039E","SchoolBoard Limited"
"925","0x039D","CareView Communications, Inc."
"924","0x039C","ALE International"
"923","0x039B","South Silicon Valley Microelectronics"
"922","0x039A","NeST"
"921","0x0399","Nikon Corporation"
"920","0x0398","Thetatronics Ltd"
"919","0x0397","LEGO System A/S"
"918","0x0396","BLOKS GmbH"
"917","0x0395","SDATAWAY"
"916","0x0394","Netclearance Systems, Inc."
"915","0x0393","LAVAZZA S.p.A."
"914","0x0392","T&D"
"913","0x0391","Thingsquare AB"
"912","0x0390","INFOTECH s.r.o."
"911","0x038F","Xiaomi Inc."
"910","0x038E","Crownstone B.V."
"909","0x038D","Resmed Ltd"
"908","0x038C","Appion Inc."
"907","0x038B","Noke"
"906","0x038A","Kohler Mira Limited"
"905","0x0389","ActiveBlu Corporation"
"904","0x0388","Kapsch TrafficCom AB"
"903","0x0387","BluStor PMC, Inc."
"902","0x0386","Aterica Inc."
"901","0x0385","Embedded Electronic Solutions Ltd. dba e2Solutions"
"900","0x0384","OCOSMOS Co., Ltd."
"899","0x0383","Kronos Incorporated"
"898","0x0382","Precision Outcomes Ltd"
"897","0x0381","Sharp Corporation"
"896","0x0380","LLC ""MEGA-F service"""
"895","0x037F","Société des Produits Nestlé S.A. (formerly Nestec S.A.)"
"894","0x037E","lulabytes S.L."
"893","0x037D","MICRODIA Ltd."
"892","0x037C","Cronologics Corporation"
"891","0x037B","Apption Labs Inc."
"890","0x037A","Algoria"
"889","0x0379","Shenzhen iMCO Electronic Technology Co.,Ltd"
"888","0x0378","Propeller Health"
"887","0x0377","Plejd AB"
"886","0x0376","Electronic Temperature Instruments Ltd"
"885","0x0375","Expain AS"
"884","0x0374","Holman Industries"
"883","0x0373","AppNearMe Ltd"
"882","0x0372","Nixie Labs, Inc."
"881","0x0371","ORBCOMM"
"880","0x0370","Wazombi Labs OÜ "
"879","0x036F","Motiv, Inc. "
"878","0x036E","KeepTruckin Inc "
"877","0x036D","AirBolt Pty Ltd "
"876","0x036C","Zipcar "
"875","0x036B","BRControls Products BV "
"874","0x036A","SetPoint Medical "
"873","0x0369","littleBits "
"872","0x0368","Metormote AB "
"871","0x0367","Saphe International "
"870","0x0366","BOLTT Sports technologies Private limited"
"869","0x0365","BioMech Sensor LLC "
"868","0x0364","Favero Electronics Srl "
"867","0x0363","FREELAP SA "
"866","0x0362","ON Semiconductor"
"865","0x0361","Wellinks Inc. "
"864","0x0360","Insulet Corporation "
"863","0x035F","Acromag "
"862","0x035E","Naya Health, Inc. "
"861","0x035D","KYS"
"860","0x035C","Eaton Corporation "
"859","0x035B","Matrix Inc. "
"858","0x035A","Medicom Innovation Partner a/s "
"857","0x0359","Novotec Medical GmbH "
"856","0x0358","MagniWare Ltd."
"855","0x0357","Polymap Wireless "
"854","0x0356","Spectrum Brands, Inc. "
"853","0x0355","Sigma Designs, Inc. "
"852","0x0354","TOPPAN FORMS CO.,LTD. "
"851","0x0353","Alpha Audiotronics, Inc. "
"850","0x0352","iRiding(Xiamen)Technology Co.,Ltd."
"849","0x0351","Pieps GmbH "
"848","0x0350","Bitstrata Systems Inc. "
"847","0x034F","Heartland Payment Systems "
"846","0x034E","SafeTrust Inc. "
"845","0x034D","TASER International, Inc."
"844","0x034C","HM Electronics, Inc. "
"843","0x034B","Libratone A/S "
"842","0x034A","Vaddio "
"841","0x0349","VersaMe "
"840","0x0348","Arioneo"
"839","0x0347","Prevent Biometrics "
"838","0x0346","Acuity Brands Lighting, Inc "
"837","0x0345","Locus Positioning "
"836","0x0344","Whirl Inc "
"835","0x0343","Drekker Development Pty. Ltd."
"834","0x0342","GERTEC BRASIL LTDA. "
"833","0x0341","Etesian Technologies LLC "
"832","0x0340","Letsense s.r.l. "
"831","0x033F","Automation Components, Inc. "
"830","0x033E","Monitra SA"
"829","0x033D","TPV Technology Limited "
"828","0x033C","Virtuosys"
"827","0x033B","Courtney Thorne Limited "
"826","0x033A","Appception, Inc."
"825","0x0339","Blue Sky Scientific, LLC "
"824","0x0338","COBI GmbH "
"823","0x0337","AJP2 Holdings, LLC"
"822","0x0336","GISTIC"
